Member_number,Recency,Frequency,Monetary,Category_Diversity,cluster_kmeans,cluster_gmm,cluster_agg,cluster_hier,R_quartile,F_quartile,M_quartile,RFM_Score,cluster_rfm,cluster_spark
2269,101,6,81.9,4,0,0,0,4,3,1,3,7,1,2
2270,91,22,222.4,6,3,1,3,1,3,4,4,11,3,1
2271,40,31,241.8,7,3,1,3,1,4,4,4,12,3,1
2272,116,13,142.0,7,3,3,3,1,3,3,4,10,2,3
2273,33,14,89.0,5,2,1,1,2,4,4,3,11,3,3
2274,359,11,79.34,4,1,3,0,4,1,3,3,7,1,0
2275,150,4,33.32,4,0,2,2,3,2,1,1,4,0,2
2276,353,7,58.7,3,1,3,2,3,1,2,2,5,0,0
2277,346,7,89.46,5,1,3,0,4,1,2,3,6,1,0
2278,142,6,42.84,4,0,0,0,4,2,1,1,4,0,2
2279,400,8,90.60000000000001,5,1,3,0,4,1,2,3,6,1,0
2280,353,4,35.5,4,1,2,2,3,1,1,1,3,0,0
2281,64,2,53.7,2,0,0,2,3,3,1,2,6,1,2
2282,233,3,57.599999999999994,3,0,3,2,3,2,1,2,5,0,2
2283,346,7,38.42,5,1,2,0,4,1,2,1,4,0,0
2284,287,13,131.4,5,2,3,1,2,1,3,4,8,2,3
2285,14,4,26.2,4,0,0,0,4,4,1,1,6,1,2
2286,26,6,99.89999999999999,4,0,1,0,4,4,1,3,8,2,2
2287,14,8,84.19999999999999,5,2,0,0,4,4,2,3,9,2,3
2288,213,12,83.12,6,2,3,1,2,2,3,3,8,2,3
2289,56,16,137.84,6,3,1,1,2,4,4,4,12,3,1
2290,111,11,94.2,6,2,0,1,2,3,3,3,9,2,3
2291,101,12,97.85000000000001,6,2,0,1,2,3,3,3,9,2,3
2292,280,2,12.4,2,1,2,2,3,2,1,1,4,0,0
2293,11,19,140.56,6,3,1,1,2,4,4,4,12,3,1
2294,98,23,205.6,7,3,1,3,1,3,4,4,11,3,1
2295,2,10,47.9,4,0,0,0,4,4,3,2,9,2,2
2296,566,2,5.35,1,1,2,2,3,1,1,1,3,0,0
2297,304,2,5.92,2,1,2,2,3,1,1,1,3,0,0
2298,85,20,166.8,8,3,1,3,1,3,4,4,11,3,1
2299,50,8,73.47,5,2,0,0,4,4,2,2,8,2,3
2300,102,10,107.30000000000001,5,2,0,1,2,3,3,3,9,2,3
2301,6,9,39.35,4,0,0,0,4,4,2,1,7,1,2
2302,700,2,6.0,2,1,2,2,3,1,1,1,3,0,0
2303,518,6,122.6,4,1,3,0,4,1,1,4,6,1,0
2304,182,2,6.4,2,0,2,2,3,2,1,1,4,0,2
2305,93,7,102.34,5,2,1,1,2,3,2,3,8,2,3
2306,82,13,93.54,6,2,0,1,2,3,3,3,9,2,3
2307,184,11,121.62,4,2,3,0,4,2,3,4,9,2,3
2308,476,6,28.6,2,1,2,2,3,1,1,1,3,0,0
2309,1,12,64.07,5,2,0,0,4,4,3,2,9,2,3
2310,281,16,137.68,7,3,3,1,2,1,4,4,9,2,1
2311,59,18,127.7,6,3,1,1,2,3,4,4,11,3,1
2312,229,9,74.5,3,0,3,0,4,2,2,2,6,1,2
2313,315,5,38.54,4,1,2,2,3,1,1,1,3,0,0
2314,35,10,67.3,4,0,0,0,4,4,3,2,9,2,2
2315,10,14,128.42000000000002,6,2,1,1,2,4,4,4,12,3,3
2316,205,6,83.16,4,0,3,0,4,2,1,3,6,1,2
2318,348,6,33.7,3,1,2,2,3,1,1,1,3,0,0
2319,234,7,84.5,3,0,3,0,4,2,2,3,7,1,2
2320,387,10,110.9,4,1,3,0,4,1,3,3,7,1,0
2321,197,13,121.2,5,2,3,1,2,2,3,4,9,2,3
2322,683,4,24.8,3,1,2,2,3,1,1,1,3,0,0
2323,368,6,52.300000000000004,4,1,2,0,4,1,1,2,4,0,0
2324,134,6,41.6,2,0,0,2,3,3,1,1,5,0,2
2325,258,15,110.58,6,2,3,1,2,2,4,3,9,2,3
2326,31,9,57.300000000000004,4,0,0,0,4,4,2,2,8,2,2
2327,22,10,78.0,4,0,0,0,4,4,3,3,10,2,2
2328,311,7,69.7,3,1,3,2,3,1,2,2,5,0,0
2329,168,4,30.3,4,0,2,2,3,2,1,1,4,0,2
2330,420,4,17.400000000000002,3,1,2,2,3,1,1,1,3,0,0
2331,32,13,82.22,5,2,1,1,2,4,3,3,10,2,3
2332,15,13,97.8,7,2,0,1,2,4,3,3,10,2,3
2334,668,5,27.0,4,1,2,2,3,1,1,1,3,0,0
2335,160,5,30.2,4,0,2,2,3,2,1,1,4,0,2
2336,84,11,120.84,7,2,1,1,2,3,3,4,10,2,3
2337,137,13,105.8,4,2,3,1,2,3,3,3,9,2,3
2338,22,11,121.2,6,2,1,1,2,4,3,4,11,3,3
2339,589,10,110.0,6,1,3,0,4,1,3,3,7,1,0
2340,32,18,134.4,5,3,1,1,2,4,4,4,12,3,1
2341,373,10,115.02,7,2,3,1,2,1,3,3,7,1,3
2342,376,4,26.3,3,1,2,2,3,1,1,1,3,0,0
2343,214,9,37.1,6,2,2,0,4,2,2,1,5,0,3
2344,13,25,230.0,8,3,1,3,1,4,4,4,12,3,1
2345,13,10,51.5,7,2,1,1,2,4,3,2,9,2,3
2346,104,15,191.9,5,3,1,1,2,3,4,4,11,3,1
2347,337,4,33.3,2,1,2,2,3,1,1,1,3,0,0
2348,19,18,158.91,7,3,1,3,1,4,4,4,12,3,1
2349,166,16,116.32,8,3,3,1,2,2,4,4,10,2,1
2350,579,4,10.5,4,1,2,2,3,1,1,1,3,0,0
2351,358,6,62.64000000000001,4,1,2,0,4,1,1,2,4,0,0
2352,239,6,53.09,4,0,2,2,3,2,1,2,5,0,2
2353,242,9,50.7,3,0,3,0,4,2,2,2,6,1,2
2354,497,6,15.3,3,1,2,2,3,1,1,1,3,0,0
2355,159,12,89.7,6,2,0,1,2,2,3,3,8,2,3
2356,121,14,129.0,4,2,3,1,2,3,4,4,11,3,3
2357,98,20,165.85,7,3,1,3,1,3,4,4,11,3,1
2358,15,9,111.16,6,2,1,1,2,4,2,3,9,2,3
2359,124,13,101.62,7,2,0,1,2,3,3,3,9,2,3
2360,315,6,73.3,4,1,3,0,4,1,1,2,4,0,0
2361,88,10,59.9,6,2,0,0,4,3,3,2,8,2,3
2362,37,14,105.75,3,2,1,1,2,4,4,3,11,3,3
2363,66,11,156.6,6,2,1,3,1,3,3,4,10,2,3
2364,113,15,106.3,5,2,3,1,2,3,4,3,10,2,3
2365,192,17,158.6,7,3,3,1,2,2,4,4,10,2,1
2366,134,13,71.5,5,2,3,0,4,3,3,2,8,2,3
2368,49,8,53.79999999999999,4,0,0,0,4,4,2,2,8,2,2
2369,74,8,143.5,3,0,1,1,2,3,2,4,9,2,2
2370,109,19,178.26,7,3,3,3,1,3,4,4,11,3,1
2371,122,6,56.6,3,0,0,2,3,3,1,2,6,1,2
2372,118,6,19.6,4,0,0,0,4,3,1,1,5,0,2
2373,495,2,10.100000000000001,1,1,2,2,3,1,1,1,3,0,0
2374,190,14,154.3,6,3,3,1,2,2,4,4,10,2,1
2375,21,11,138.6,4,2,1,1,2,4,3,4,11,3,3
2376,216,8,93.0,5,2,3,0,4,2,2,3,7,1,3
2377,258,5,35.0,5,0,2,0,4,2,1,1,4,0,2
2378,259,4,49.0,4,0,2,2,3,2,1,2,5,0,2
2379,102,6,78.50000000000001,4,0,0,0,4,3,1,3,7,1,2
2380,82,16,177.75,5,3,1,1,2,3,4,4,11,3,1
2381,227,19,165.02,6,3,3,1,2,2,4,4,10,2,1
2383,86,12,147.29000000000002,5,2,1,1,2,3,3,4,10,2,3
2384,362,6,32.6,4,1,2,2,3,1,1,1,3,0,0
2386,25,12,83.0,6,2,0,1,2,4,3,3,10,2,3
2387,659,2,8.1,2,1,2,2,3,1,1,1,3,0,0
2388,406,8,60.620000000000005,5,1,2,0,4,1,2,2,5,0,0
2389,47,16,166.19,7,3,1,3,1,4,4,4,12,3,1
2390,131,14,51.56,4,2,3,0,4,3,4,2,9,2,3
2391,25,15,100.4,6,2,1,1,2,4,4,3,11,3,3
2392,15,7,50.800000000000004,4,0,0,0,4,4,2,2,8,2,2
2393,257,14,98.10000000000001,6,2,3,1,2,2,4,3,9,2,3
2394,38,29,221.0,7,3,1,3,1,4,4,4,12,3,1
2395,408,5,107.60000000000001,4,1,3,0,4,1,1,3,5,0,0
2396,496,11,79.85,6,1,3,1,2,1,3,3,7,1,0
2397,87,6,51.94,4,0,0,0,4,3,1,2,6,1,2
2398,356,7,26.2,5,1,2,0,4,1,2,1,4,0,0
2399,321,11,139.3,6,2,3,1,2,1,3,4,8,2,3
2400,283,12,154.14999999999998,7,2,3,1,2,1,3,4,8,2,3
2401,11,10,111.30000000000001,4,2,1,0,4,4,3,3,10,2,3
2402,115,10,66.83,4,0,0,0,4,3,3,2,8,2,2
2403,29,13,142.1,6,2,1,1,2,4,3,4,11,3,3
2404,76,11,81.3,4,2,0,0,4,3,3,3,9,2,2
2406,23,17,110.96000000000001,6,2,1,1,2,4,4,3,11,3,3
2407,295,10,76.3,5,2,3,0,4,1,3,3,7,1,3
2408,112,21,189.93,6,3,1,3,1,3,4,4,11,3,1
2410,39,11,78.0,5,2,0,0,4,4,3,3,10,2,3
2411,618,6,48.4,4,1,2,2,3,1,1,2,4,0,0
2412,292,7,71.30000000000001,4,0,2,0,4,1,2,2,5,0,2
2413,17,14,86.64999999999999,7,2,0,1,2,4,4,3,11,3,3
2414,574,2,21.0,2,1,2,2,3,1,1,1,3,0,0
2415,144,14,133.9,6,2,3,1,2,2,4,4,10,2,3
2416,55,9,81.6,6,2,0,0,4,4,2,3,9,2,3
2417,422,2,11.4,2,1,2,2,3,1,1,1,3,0,0
2419,130,9,93.8,5,2,0,0,4,3,2,3,8,2,3
2420,94,10,70.0,5,2,0,0,4,3,3,2,8,2,3
2421,38,21,150.3,7,3,1,3,1,4,4,4,12,3,1
2422,49,11,62.4,4,0,0,0,4,4,3,2,9,2,2
2423,517,4,34.8,3,1,2,2,3,1,1,1,3,0,0
2424,458,6,68.10000000000001,4,1,2,0,4,1,1,2,4,0,0
2425,313,4,9.1,2,1,2,2,3,1,1,1,3,0,0
2426,113,17,203.5,6,3,1,3,1,3,4,4,11,3,1
2427,187,9,46.15,3,0,3,0,4,2,2,2,6,1,2
2428,131,17,85.45,6,2,3,1,2,3,4,3,10,2,3
2429,184,4,33.96,3,0,2,2,3,2,1,1,4,0,2
2430,344,12,98.4,5,2,3,0,4,1,3,3,7,1,3
2431,64,13,82.97,8,2,0,1,2,3,3,3,9,2,3
2432,18,14,137.0,5,2,1,1,2,4,4,4,12,3,3
2433,3,31,375.31,6,3,1,3,1,4,4,4,12,3,1
2434,103,7,86.5,5,2,0,1,2,3,2,3,8,2,3
2435,92,12,157.04999999999998,5,2,1,1,2,3,3,4,10,2,3
2436,36,11,86.60000000000001,6,2,0,1,2,4,3,3,10,2,3
2437,45,15,134.7,7,3,1,1,2,4,4,4,12,3,1
2438,313,4,51.6,2,1,2,2,3,1,1,2,4,0,0
2439,60,10,92.33999999999999,8,2,1,1,2,3,3,3,9,2,3
2440,194,25,223.29,6,3,3,3,1,2,4,4,10,2,1
2441,180,15,73.92,6,2,3,1,2,2,4,2,8,2,3
2442,674,2,13.4,2,1,2,2,3,1,1,1,3,0,0
2443,45,21,241.7,7,3,1,3,1,4,4,4,12,3,1
2444,196,8,56.43,4,0,0,0,4,2,2,2,6,1,2
2445,427,8,87.60000000000001,5,1,3,0,4,1,2,3,6,1,0
2446,113,9,79.8,5,2,0,0,4,3,2,3,8,2,3
2447,2,21,204.0,6,3,1,3,1,4,4,4,12,3,1
2448,1,17,74.9,4,2,1,1,2,4,4,2,10,2,3
2449,175,8,85.60000000000001,4,0,0,0,4,2,2,3,7,1,2
2450,152,6,49.699999999999996,3,0,0,2,3,2,1,2,5,0,2
2451,458,7,30.65,4,1,2,2,3,1,2,1,4,0,0
2452,141,11,129.16,5,2,3,1,2,3,3,4,10,2,3
2453,9,15,114.69,8,3,0,1,2,4,4,3,11,3,1
2454,50,20,143.1,4,3,1,1,2,4,4,4,12,3,1
2455,360,4,45.7,4,1,2,2,3,1,1,2,4,0,0
2456,655,2,12.5,2,1,2,2,3,1,1,1,3,0,0
2457,382,6,23.0,4,1,2,2,3,1,1,1,3,0,0
2458,129,6,55.7,4,0,0,0,4,3,1,2,6,1,2
2459,99,13,100.7,7,2,0,1,2,3,3,3,9,2,3
2460,12,9,70.7,5,2,0,0,4,4,2,2,8,2,3
2461,87,5,38.3,4,0,0,0,4,3,1,1,5,0,2
2462,280,5,67.78,4,0,3,0,4,2,1,2,5,0,2
2463,4,6,19.2,3,0,0,0,4,4,1,1,6,1,2
2464,164,8,76.7,3,0,0,0,4,2,2,3,7,1,2
2465,3,11,124.3,5,2,1,1,2,4,3,4,11,3,3
2466,81,9,150.2,4,2,1,1,2,3,2,4,9,2,3
2467,84,12,86.8,6,2,0,1,2,3,3,3,9,2,3
2468,292,8,29.8,5,0,2,0,4,1,2,1,4,0,2
2469,98,13,104.8,7,2,0,1,2,3,3,3,9,2,3
2470,230,11,64.3,5,2,3,0,4,2,3,2,7,1,3
2471,139,9,57.300000000000004,4,0,0,0,4,3,2,2,7,1,2
2472,347,8,57.1,3,1,3,2,3,1,2,2,5,0,0
2473,182,6,26.400000000000002,4,0,2,2,3,2,1,1,4,0,2
2474,324,2,11.0,2,1,2,2,3,1,1,1,3,0,0
2475,50,14,126.8,7,3,1,1,2,4,4,4,12,3,3
2476,26,10,37.85,4,0,0,0,4,4,3,1,8,2,2
2477,209,7,26.900000000000002,4,0,2,2,3,2,2,1,5,0,2
2478,484,5,111.45,4,1,3,0,4,1,1,3,5,0,0
2479,351,10,40.05,6,2,3,0,4,1,3,1,5,0,3
2480,101,13,46.7,4,0,3,0,4,3,3,2,8,2,2
2481,36,6,74.75999999999999,4,0,0,0,4,4,1,2,7,1,2
2482,708,3,6.9,3,1,2,2,3,1,1,1,3,0,0
2483,63,8,75.5,5,2,0,0,4,3,2,3,8,2,3
2484,140,14,136.75,5,2,3,1,2,3,4,4,11,3,3
2485,226,7,46.45,4,0,2,2,3,2,2,2,6,1,2
2486,35,5,41.150000000000006,4,0,0,0,4,4,1,1,6,1,2
2487,174,4,18.1,3,0,2,2,3,2,1,1,4,0,2
2488,133,7,69.5,4,0,0,0,4,3,2,2,7,1,2
2489,8,10,62.42,5,2,0,0,4,4,3,2,9,2,3
2490,12,6,19.92,3,0,0,0,4,4,1,1,6,1,2
2492,50,21,210.64000000000001,7,3,1,3,1,4,4,4,12,3,1
2493,145,5,20.7,3,0,0,2,3,2,1,1,4,0,2
2494,118,17,135.8,8,3,3,3,1,3,4,4,11,3,1
2495,155,11,83.69999999999999,6,2,0,1,2,2,3,3,8,2,3
2496,28,8,99.36,5,2,1,0,4,4,2,3,9,2,3
2497,511,2,4.9,2,1,2,2,3,1,1,1,3,0,0
2499,38,15,159.22,5,3,1,1,2,4,4,4,12,3,1
2500,24,9,85.55,3,0,0,0,4,4,2,3,9,2,2
2501,112,4,23.0,2,0,0,2,3,3,1,1,5,0,2
2502,259,14,97.62,7,2,3,1,2,2,4,3,9,2,3
2503,325,2,63.9,2,1,3,2,3,1,1,2,4,0,0
2504,138,11,127.7,4,2,3,1,2,3,3,4,10,2,3
2505,30,11,76.9,5,2,0,0,4,4,3,3,10,2,3
2506,3,8,56.9,4,0,0,0,4,4,2,2,8,2,2
2507,0,13,125.6,4,2,1,1,2,4,3,4,11,3,3
2508,3,9,61.25000000000001,5,2,0,0,4,4,2,2,8,2,3
2509,168,8,105.10000000000001,4,0,3,0,4,2,2,3,7,1,2
2510,92,14,121.80000000000001,6,2,3,1,2,3,4,4,11,3,3
2511,169,21,202.74,7,3,3,3,1,2,4,4,10,2,1
2512,119,26,208.22,8,3,1,3,1,3,4,4,11,3,1
2513,15,12,80.30000000000001,8,2,1,1,2,4,3,3,10,2,3
2514,58,11,81.10000000000001,5,2,0,0,4,3,3,3,9,2,3
2515,161,12,96.28,5,2,3,0,4,2,3,3,8,2,3
2516,152,8,48.300000000000004,5,0,0,0,4,2,2,2,6,1,2
2517,18,27,256.25,8,3,1,3,1,4,4,4,12,3,1
2518,180,12,100.50000000000001,6,2,3,1,2,2,3,3,8,2,3
2519,210,14,99.7,6,2,3,1,2,2,4,3,9,2,3
2520,24,6,34.77,6,0,1,0,4,4,1,1,6,1,2
2521,16,10,70.19999999999999,6,2,0,1,2,4,3,2,9,2,3
2522,509,8,49.300000000000004,5,1,2,0,4,1,2,2,5,0,0
2523,179,15,130.06,8,3,3,1,2,2,4,4,10,2,1
2524,25,28,235.45,7,3,1,3,1,4,4,4,12,3,1
2525,44,11,97.54,6,2,0,1,2,4,3,3,10,2,3
2526,75,4,21.1,3,0,0,0,4,3,1,1,5,0,2
2527,141,5,53.099999999999994,4,0,0,0,4,3,1,2,6,1,2
2528,72,7,65.3,5,0,0,0,4,3,2,2,7,1,2
2530,122,11,77.54,5,2,0,0,4,3,3,3,9,2,3
2531,493,4,57.5,3,1,2,2,3,1,1,2,4,0,0
2532,177,12,90.75000000000001,6,2,0,1,2,2,3,3,8,2,3
2533,372,7,70.4,4,1,2,0,4,1,2,2,5,0,0
2534,52,14,123.52000000000001,6,2,1,1,2,4,4,4,12,3,3
2535,50,13,95.5,5,2,1,1,2,4,3,3,10,2,3
2536,53,7,59.300000000000004,3,0,0,0,4,4,2,2,8,2,2
2537,77,8,35.6,5,0,0,0,4,3,2,1,6,1,2
2538,156,7,43.2,5,0,2,0,4,2,2,1,5,0,2
2539,45,4,20.6,3,0,0,0,4,4,1,1,6,1,2
2540,300,17,132.7,7,3,3,1,2,1,4,4,9,2,1
2541,474,6,28.200000000000003,4,1,2,2,3,1,1,1,3,0,0
2542,36,8,71.0,5,2,0,0,4,4,2,2,8,2,3
2543,139,10,85.85,6,2,0,1,2,3,3,3,9,2,3
2544,335,9,74.60000000000001,6,2,2,0,4,1,2,2,5,0,3
2545,42,12,43.35,4,0,1,0,4,4,3,1,8,2,2
2546,237,5,37.8,4,0,2,2,3,2,1,1,4,0,2
2547,36,12,148.6,5,2,1,1,2,4,3,4,11,3,3
2548,5,10,63.45,6,2,0,0,4,4,3,2,9,2,3
2549,128,16,201.92000000000002,5,3,3,1,2,3,4,4,11,3,1
2550,7,16,163.14,6,3,1,3,1,4,4,4,12,3,1
2551,70,6,83.6,4,0,0,0,4,3,1,3,7,1,2
2552,359,13,119.52,6,2,3,0,4,1,3,4,8,2,3
2553,163,14,73.23,7,2,3,1,2,2,4,2,8,2,3
2555,7,16,196.8,6,3,1,3,1,4,4,4,12,3,1
2556,124,10,95.8,5,2,0,0,4,3,3,3,9,2,3
2557,68,6,58.400000000000006,3,0,0,0,4,3,1,2,6,1,2
2558,140,2,10.6,2,0,0,2,3,3,1,1,5,0,2
2559,429,6,72.7,4,1,2,0,4,1,1,2,4,0,0
2560,34,24,165.52,6,3,1,3,1,4,4,4,12,3,1
2561,133,9,74.85,5,2,0,0,4,3,2,2,7,1,3
2562,411,10,111.2,7,2,3,1,2,1,3,3,7,1,3
2563,1,14,98.55,6,2,1,1,2,4,4,3,11,3,3
2564,169,10,87.8,5,2,0,0,4,2,3,3,8,2,3
2565,93,12,75.74,5,2,0,0,4,3,3,3,9,2,3
2566,333,3,44.92,2,1,2,2,3,1,1,2,4,0,0
2567,526,2,22.400000000000002,2,1,2,2,3,1,1,1,3,0,0
2568,82,19,167.3,7,3,1,3,1,3,4,4,11,3,1
2569,167,7,91.1,4,0,0,0,4,2,2,3,7,1,2
2570,128,11,86.4,7,2,0,1,2,3,3,3,9,2,3
2571,166,8,76.10000000000001,3,0,0,0,4,2,2,3,7,1,2
2572,217,2,39.4,2,0,2,2,3,2,1,1,4,0,2
2573,361,16,157.4,6,3,3,1,2,1,4,4,9,2,1
2574,19,11,98.44,8,2,1,1,2,4,3,3,10,2,3
2575,292,4,74.2,2,1,3,2,3,1,1,2,4,0,0
2576,370,4,52.3,4,1,2,2,3,1,1,2,4,0,0
2577,66,8,29.450000000000003,4,0,0,0,4,3,2,1,6,1,2
2578,29,18,155.76,7,3,1,3,1,4,4,4,12,3,1
2579,266,6,92.3,3,0,3,2,3,2,1,3,6,1,2
2580,43,12,124.0,3,2,1,1,2,4,3,4,11,3,2
2581,16,12,99.85,5,2,1,1,2,4,3,3,10,2,3
2582,46,12,143.8,5,2,1,1,2,4,3,4,11,3,3
2583,279,5,67.5,2,1,3,2,3,2,1,2,5,0,0
2584,249,20,153.97,6,3,3,1,2,2,4,4,10,2,1
2585,291,10,35.4,5,2,3,0,4,1,3,1,5,0,3
2586,65,5,53.1,3,0,0,2,3,3,1,2,6,1,2
2587,211,13,84.25,8,2,3,1,2,2,3,3,8,2,3
2588,2,5,42.8,3,0,0,0,4,4,1,1,6,1,2
2589,245,19,99.44,8,3,3,1,2,2,4,3,9,2,1
2590,14,10,104.50000000000001,7,2,1,1,2,4,3,3,10,2,3
2591,385,4,6.6000000000000005,2,1,2,2,3,1,1,1,3,0,0
2592,90,16,141.94,6,3,1,1,2,3,4,4,11,3,1
2593,443,6,41.32,5,1,2,0,4,1,1,1,3,0,0
2594,223,8,49.3,3,0,3,0,4,2,2,2,6,1,2
2595,341,17,134.45,5,2,3,1,2,1,4,4,9,2,3
2597,137,15,125.25,4,2,3,1,2,3,4,4,11,3,3
2598,49,3,59.1,2,0,0,2,3,4,1,2,7,1,2
2599,38,15,160.1,6,3,1,3,1,4,4,4,12,3,1
2600,14,19,158.9,7,3,1,3,1,4,4,4,12,3,1
2601,69,19,197.0,6,3,1,3,1,3,4,4,11,3,1
2602,19,17,145.44,7,3,1,1,2,4,4,4,12,3,1
2603,550,4,31.86,3,1,2,2,3,1,1,1,3,0,0
2604,101,14,103.1,5,2,3,1,2,3,4,3,10,2,3
2605,487,6,33.35,5,1,2,0,4,1,1,1,3,0,0
2606,338,8,60.7,5,1,2,0,4,1,2,2,5,0,0
2607,405,4,19.3,4,1,2,2,3,1,1,1,3,0,0
2608,102,8,43.400000000000006,4,0,0,0,4,3,2,1,6,1,2
2609,126,5,22.6,4,0,0,0,4,3,1,1,5,0,2
2610,70,7,75.04,4,0,0,0,4,3,2,3,8,2,2
2611,366,7,38.35,4,1,2,0,4,1,2,1,4,0,0
2612,213,18,149.25,5,3,3,1,2,2,4,4,10,2,1
2613,129,17,75.45,6,2,3,1,2,3,4,3,10,2,3
2614,188,2,9.0,2,0,2,2,3,2,1,1,4,0,2
2615,580,4,27.2,3,1,2,2,3,1,1,1,3,0,0
2616,228,8,72.0,5,2,2,0,4,2,2,2,6,1,3
2617,222,16,126.85,6,2,3,1,2,2,4,4,10,2,3
2618,27,16,163.9,8,3,1,3,1,4,4,4,12,3,1
2619,371,7,43.56,3,1,2,2,3,1,2,1,4,0,0
2620,16,8,53.550000000000004,4,0,0,0,4,4,2,2,8,2,2
2621,459,4,25.200000000000003,3,1,2,2,3,1,1,1,3,0,0
2622,90,12,74.7,4,2,0,0,4,3,3,2,8,2,3
2623,81,9,65.5,5,2,0,0,4,3,2,2,7,1,3
2624,134,4,61.8,4,0,0,0,4,3,1,2,6,1,2
2625,42,31,243.06,8,3,1,3,1,4,4,4,12,3,1
2626,508,7,39.0,5,1,2,0,4,1,2,1,4,0,0
2627,60,8,42.2,6,2,0,0,4,3,2,1,6,1,3
2628,393,2,18.0,2,1,2,2,3,1,1,1,3,0,0
2629,24,19,178.54,6,3,1,3,1,4,4,4,12,3,1
2630,318,7,77.24,4,1,3,0,4,1,2,3,6,1,0
2631,94,7,30.5,5,0,0,0,4,3,2,1,6,1,2
2632,98,24,254.8,6,3,1,3,1,3,4,4,11,3,1
2633,33,16,102.2,6,2,1,1,2,4,4,3,11,3,3
2634,252,5,36.9,3,0,2,2,3,2,1,1,4,0,2
2635,104,6,67.2,3,0,0,0,4,3,1,2,6,1,2
2636,110,10,78.00000000000001,6,2,0,1,2,3,3,3,9,2,3
2637,468,4,12.9,3,1,2,2,3,1,1,1,3,0,0
2638,446,5,83.4,4,1,3,0,4,1,1,3,5,0,0
2639,48,8,61.1,4,0,0,0,4,4,2,2,8,2,2
2640,252,2,4.800000000000001,1,1,2,2,3,2,1,1,4,0,0
2641,304,12,96.1,7,2,3,1,2,1,3,3,7,1,3
2642,273,7,43.6,7,2,2,0,4,2,2,1,5,0,3
2643,29,12,86.55,5,2,0,1,2,4,3,3,10,2,3
2644,588,7,43.900000000000006,6,1,2,0,4,1,2,2,5,0,0
2645,186,19,157.6,7,3,3,1,2,2,4,4,10,2,1
2646,49,7,100.60000000000001,4,0,1,0,4,4,2,3,9,2,2
2648,52,13,152.7,3,2,1,1,2,4,3,4,11,3,3
2649,32,9,85.2,7,2,1,1,2,4,2,3,9,2,3
2650,38,16,193.70999999999998,5,3,1,1,2,4,4,4,12,3,1
2651,475,4,32.12,4,1,2,2,3,1,1,1,3,0,0
2652,4,13,116.69,7,2,1,1,2,4,3,4,11,3,3
2653,23,12,77.15,5,2,0,1,2,4,3,3,10,2,3
2654,35,19,145.3,6,3,1,1,2,4,4,4,12,3,1
2655,182,5,45.76,3,0,2,2,3,2,1,2,5,0,2
2656,14,10,105.10000000000001,6,2,1,1,2,4,3,3,10,2,3
2657,223,6,57.20000000000001,5,0,2,0,4,2,1,2,5,0,2
2658,75,7,26.9,6,2,0,0,4,3,2,1,6,1,2
2659,22,16,172.97,6,3,1,3,1,4,4,4,12,3,1
2660,475,4,86.2,4,1,3,0,4,1,1,3,5,0,0
2661,243,8,71.9,5,2,2,0,4,2,2,2,6,1,3
2662,390,6,33.4,3,1,2,2,3,1,1,1,3,0,0
2663,70,27,208.82,7,3,1,3,1,3,4,4,11,3,1
2664,101,8,62.900000000000006,2,0,0,0,4,3,2,2,7,1,2
2665,261,4,84.66,3,0,3,2,3,2,1,3,6,1,2
2666,16,16,110.55,6,2,1,1,2,4,4,3,11,3,3
2667,197,5,38.29,3,0,2,2,3,2,1,1,4,0,2
2668,394,2,4.2,2,1,2,2,3,1,1,1,3,0,0
2669,97,11,62.1,5,2,0,0,4,3,3,2,8,2,3
2670,245,6,47.10000000000001,3,0,2,2,3,2,1,2,5,0,2
2671,156,8,56.3,6,2,2,0,4,2,2,2,6,1,3
2672,34,12,121.8,6,2,1,1,2,4,3,4,11,3,3
2673,20,8,36.1,3,0,0,0,4,4,2,1,7,1,2
2674,483,6,41.7,4,1,2,2,3,1,1,1,3,0,0
2675,106,7,18.2,5,0,0,0,4,3,2,1,6,1,2
2676,53,14,129.9,6,2,1,1,2,4,4,4,12,3,3
2677,7,6,33.6,2,0,0,2,3,4,1,1,6,1,2
2678,32,11,99.05,5,2,1,1,2,4,3,3,10,2,3
2679,379,6,57.39,4,1,2,0,4,1,1,2,4,0,0
2680,141,8,70.10000000000001,4,0,0,0,4,3,2,2,7,1,2
2681,242,6,72.0,4,0,3,0,4,2,1,2,5,0,2
2682,29,11,49.2,3,0,1,0,4,4,3,2,9,2,2
2683,141,8,82.7,4,0,0,0,4,3,2,3,8,2,2
2684,353,3,7.5,3,1,2,2,3,1,1,1,3,0,0
2685,84,12,60.400000000000006,5,2,0,0,4,3,3,2,8,2,3
2686,375,4,27.0,4,1,2,2,3,1,1,1,3,0,0
2687,107,16,140.6,7,3,3,3,1,3,4,4,11,3,1
2688,38,13,100.10000000000001,7,2,0,1,2,4,3,3,10,2,3
2689,244,15,85.4,5,2,3,0,4,2,4,3,9,2,3
2690,56,17,185.5,4,3,1,1,2,4,4,4,12,3,1
2691,56,10,104.3,3,0,1,1,2,4,3,3,10,2,2
2692,82,10,125.6,5,2,1,1,2,3,3,4,10,2,3
2693,58,11,101.4,6,2,0,1,2,3,3,3,9,2,3
2694,36,19,161.76,6,3,1,3,1,4,4,4,12,3,1
